user_id,total_orders,total_spending,avg_order_value,total_items,first_order_date,last_order_date,recency_days,order_frequency,age,gender,occupation,monthly_income,family_size,segment
75374,3,7883,2627.6666666666665,48,2018-11-21,2020-01-13,166,0.0071770334928229,23,Male,Student,No Income,2,High-value
75375,1,315,315.0,1,2019-12-20,2019-12-20,190,1.0,22,Female,Employee,10001 to 25000,3,At-risk
75376,1,4856,4856.0,7,2018-10-25,2018-10-25,611,1.0,24,Female,Student,No Income,3,Occasional
75377,1,39481,39481.0,600,2018-08-23,2018-08-23,674,1.0,26,Male,Employee,25001 to 50000,2,Occasional
75378,3,52111,17370.333333333332,30,2017-10-16,2018-06-18,740,0.0122448979591836,28,Male,Employee,More than 50000,3,High-value
75379,1,162,162.0,1,2018-10-19,2018-10-19,617,1.0,26,Male,Employee,More than 50000,2,At-risk
75381,3,51417,17139.0,55,2017-11-28,2018-11-08,597,0.008695652173913,25,Male,Employee,Below Rs.10000,2,High-value
75382,2,35967,17983.5,87,2018-01-30,2018-11-30,575,0.006578947368421,18,Male,Student,No Income,5,High-value
75383,2,630,315.0,3,2018-12-18,2019-01-23,521,0.0555555555555555,21,Male,Student,No Income,4,Regular
75384,1,255,255.0,1,2020-05-26,2020-05-26,32,1.0,25,Male,Student,No Income,1,At-risk
75385,1,815,815.0,1,2018-12-18,2018-12-18,557,1.0,25,Male,Student,Below Rs.10000,2,At-risk
75386,1,2204,2204.0,1,2020-02-27,2020-02-27,121,1.0,23,Female,Student,No Income,5,Occasional
75388,2,1672,836.0,9,2017-10-13,2019-03-06,479,0.0039292730844793,25,Female,Employee,25001 to 50000,4,Regular
75390,1,60,60.0,1,2020-01-23,2020-01-23,156,1.0,24,Male,Self Employeed,More than 50000,2,At-risk
75391,1,1843,1843.0,4,2018-09-27,2018-09-27,639,1.0,32,Female,Employee,25001 to 50000,5,Occasional
75392,1,120,120.0,1,2019-01-11,2019-01-11,533,1.0,25,Male,Employee,25001 to 50000,3,At-risk
75394,2,3732,1866.0,15,2018-04-05,2019-04-29,425,0.0051413881748071,26,Male,Self Employeed,25001 to 50000,3,Regular
75395,2,15680,7840.0,56,2019-06-26,2019-11-20,220,0.0136054421768707,26,Female,Self Employeed,25001 to 50000,3,High-value
75396,1,523,523.0,1,2018-10-08,2018-10-08,628,1.0,32,Male,Employee,More than 50000,5,At-risk
75397,2,6440,3220.0,19,2018-08-03,2018-12-27,548,0.0136986301369863,24,Male,Self Employeed,More than 50000,6,High-value
75398,1,1005,1005.0,5,2018-06-29,2018-06-29,729,1.0,27,Female,Self Employeed,25001 to 50000,3,At-risk
75400,4,85260,21315.0,84,2018-03-29,2020-04-16,72,0.0053404539385847,25,Male,Student,No Income,4,High-value
75401,2,458,229.0,4,2019-08-30,2019-09-03,298,0.5,23,Male,Student,No Income,3,Regular
75402,2,14083,7041.5,6,2017-12-13,2018-08-03,694,0.0085836909871244,23,Female,Student,No Income,4,High-value
75403,2,1866,933.0,2,2017-11-22,2020-04-29,59,0.0022497187851518,28,Male,Employee,More than 50000,3,Regular
75404,1,1116,1116.0,2,2020-01-15,2020-01-15,164,1.0,32,Female,Employee,More than 50000,1,At-risk
75405,1,255,255.0,1,2018-08-24,2018-08-24,673,1.0,23,Male,Student,No Income,2,At-risk
75406,3,616,205.33333333333331,3,2018-04-26,2019-06-11,382,0.0072992700729927,19,Male,Student,No Income,2,Regular
75407,1,167,167.0,1,2018-01-22,2018-01-22,887,1.0,19,Female,Student,No Income,4,At-risk
75408,3,15014,5004.666666666667,56,2018-06-14,2019-04-29,425,0.0094043887147335,27,Female,Employee,25001 to 50000,2,High-value
75409,1,97,97.0,1,2018-04-23,2018-04-23,796,1.0,25,Male,Self Employeed,25001 to 50000,3,At-risk
75410,1,50343,50343.0,162,2019-03-27,2019-03-27,458,1.0,33,Male,Employee,More than 50000,5,Occasional
75412,1,120,120.0,1,2020-02-17,2020-02-17,131,1.0,22,Female,Student,Below Rs.10000,4,At-risk
75413,1,7565,7565.0,24,2019-05-27,2019-05-27,397,1.0,23,Male,Student,No Income,3,Occasional
75414,2,4764,2382.0,13,2018-02-19,2019-07-29,334,0.0038095238095238,22,Female,Student,No Income,3,High-value
75415,1,662,662.0,1,2017-12-22,2017-12-22,918,1.0,25,Male,Employee,25001 to 50000,2,At-risk
75416,3,19250,6416.666666666667,50,2018-08-29,2019-01-14,530,0.0217391304347826,30,Female,House wife,No Income,5,High-value
75417,2,3686,1843.0,9,2018-02-28,2019-12-19,191,0.0030349013657056,24,Male,Student,No Income,3,Regular
75418,1,4250,4250.0,4,2019-12-19,2019-12-19,191,1.0,25,Male,Employee,10001 to 25000,3,Occasional
75420,1,611,611.0,1,2018-01-03,2018-01-03,906,1.0,24,Female,Student,No Income,4,At-risk
75421,5,66912,13382.4,249,2018-01-04,2020-03-25,94,0.0061652281134401,32,Male,Employee,10001 to 25000,4,High-value
75422,3,7033,2344.333333333333,35,2018-05-21,2019-08-19,313,0.0065934065934065,22,Male,Student,No Income,4,High-value
75423,1,7454,7454.0,78,2018-10-18,2018-10-18,618,1.0,23,Male,Student,More than 50000,3,Occasional
75425,4,37551,9387.75,37,2019-01-16,2019-09-11,290,0.0168067226890756,20,Male,Student,No Income,2,High-value
75426,2,408,204.0,2,2018-03-08,2020-05-29,29,0.002460024600246,21,Male,Student,No Income,2,Regular
75427,4,18246,4561.5,88,2017-11-30,2018-07-27,701,0.0167364016736401,24,Female,Self Employeed,10001 to 25000,5,High-value
75431,2,347,173.5,2,2017-11-21,2018-07-04,724,0.0088888888888888,27,Male,Employee,More than 50000,5,Regular
75433,1,296,296.0,1,2018-09-06,2018-09-06,660,1.0,21,Male,Student,No Income,2,At-risk
75434,3,333,111.0,3,2019-07-09,2019-11-20,220,0.0223880597014925,26,Male,Employee,More than 50000,3,Regular
75435,1,333,333.0,1,2018-07-12,2018-07-12,716,1.0,25,Male,Employee,10001 to 25000,4,At-risk
75436,1,37,37.0,1,2018-09-18,2018-09-18,648,1.0,26,Male,Employee,25001 to 50000,3,At-risk
75437,1,19662,19662.0,14,2019-12-04,2019-12-04,206,1.0,26,Female,Employee,25001 to 50000,3,Occasional
75438,1,194,194.0,1,2018-11-14,2018-11-14,591,1.0,27,Male,Employee,More than 50000,4,At-risk
75439,1,278,278.0,1,2019-03-27,2019-03-27,458,1.0,27,Female,Student,No Income,5,At-risk
75441,3,4287,1429.0,7,2018-05-15,2020-05-05,53,0.0041608876560332,25,Male,Self Employeed,More than 50000,2,High-value
75443,1,139,139.0,1,2019-03-07,2019-03-07,478,1.0,22,Male,Student,No Income,1,At-risk
75444,2,46667,23333.5,35,2018-03-28,2019-05-03,421,0.0049875311720698,26,Female,Student,Below Rs.10000,3,High-value
75445,1,102,102.0,1,2017-11-30,2017-11-30,940,1.0,27,Male,Employee,25001 to 50000,1,At-risk
75447,3,29931,9977.0,275,2018-02-13,2019-08-08,324,0.0055452865064695,24,Male,Employee,Below Rs.10000,2,High-value
75448,3,3930,1310.0,35,2017-12-07,2019-07-08,355,0.0051903114186851,23,Female,Employee,10001 to 25000,6,Regular
75450,2,12504,6252.0,81,2018-03-23,2019-06-19,374,0.0044150110375275,26,Male,Self Employeed,More than 50000,3,High-value
75451,2,2356,1178.0,5,2017-10-31,2019-08-26,306,0.003012048192771,26,Male,Employee,Below Rs.10000,1,Regular
75452,1,116,116.0,1,2018-03-28,2018-03-28,822,1.0,25,Female,Self Employeed,25001 to 50000,3,At-risk
75453,2,287,143.5,2,2017-10-11,2019-03-08,477,0.0038986354775828,29,Female,Employee,More than 50000,3,Regular
75455,4,13791,3447.75,12,2018-01-18,2018-10-26,610,0.0142348754448398,22,Female,Employee,25001 to 50000,4,High-value
75456,1,1199,1199.0,3,2020-05-22,2020-05-22,36,1.0,22,Male,Student,No Income,2,Occasional
75457,2,792,396.0,4,2018-02-20,2018-06-13,745,0.0176991150442477,32,Female,House wife,No Income,5,Regular
75458,3,620,206.66666666666663,3,2018-02-19,2020-03-20,99,0.0039473684210526,28,Male,Employee,More than 50000,1,Regular
75460,1,34361,34361.0,20,2019-06-06,2019-06-06,387,1.0,25,Male,Employee,10001 to 25000,2,Occasional
75461,2,21426,10713.0,52,2019-04-09,2019-12-12,198,0.0080971659919028,26,Female,Employee,25001 to 50000,2,High-value
75462,1,1449,1449.0,1,2019-06-19,2019-06-19,374,1.0,31,Male,Self Employeed,More than 50000,6,Occasional
75464,1,4065,4065.0,31,2018-07-02,2018-07-02,726,1.0,24,Male,Employee,25001 to 50000,2,Occasional
75466,3,1949,649.6666666666666,4,2017-12-21,2020-04-13,75,0.0035545023696682,26,Male,Employee,25001 to 50000,2,Regular
75467,2,29685,14842.5,35,2019-10-01,2020-03-25,94,0.0113636363636363,24,Female,Self Employeed,More than 50000,2,High-value
75468,1,1157,1157.0,3,2018-04-23,2018-04-23,796,1.0,22,Female,Student,No Income,3,At-risk
75469,1,93,93.0,1,2019-07-02,2019-07-02,361,1.0,19,Male,Student,No Income,6,At-risk
75471,1,5500,5500.0,21,2019-02-19,2019-02-19,494,1.0,23,Female,House wife,No Income,6,Occasional
75472,1,1014,1014.0,2,2018-02-22,2018-02-22,856,1.0,23,Female,Student,No Income,2,At-risk
75473,2,2630,1315.0,3,2018-12-21,2019-06-25,368,0.010752688172043,23,Male,Student,No Income,2,Regular
75474,3,685,228.33333333333331,4,2018-10-08,2019-06-17,376,0.0119047619047619,24,Male,Student,No Income,5,Regular
75476,3,39560,13186.666666666666,66,2018-04-05,2019-08-01,331,0.0062111801242236,26,Male,Employee,More than 50000,4,High-value
75477,1,106,106.0,2,2019-02-18,2019-02-18,495,1.0,25,Female,Student,No Income,3,At-risk
75478,4,56041,14010.25,131,2018-01-08,2020-05-14,44,0.0046674445740956,20,Male,Student,No Income,2,High-value
75479,5,56967,11393.4,322,2018-01-04,2019-12-20,190,0.0069930069930069,29,Male,Employee,25001 to 50000,4,High-value
75480,4,2004,501.0,5,2017-11-10,2019-09-05,296,0.0060240963855421,23,Female,Student,No Income,1,Regular
75482,1,157,157.0,1,2018-02-14,2018-02-14,864,1.0,29,Female,Employee,25001 to 50000,4,At-risk
75483,2,5310,2655.0,6,2020-02-05,2020-03-12,107,0.0555555555555555,27,Male,Self Employeed,25001 to 50000,6,High-value
75484,2,129875,64937.5,121,2019-08-21,2019-12-12,198,0.0176991150442477,25,Male,Self Employeed,10001 to 25000,3,High-value
75486,1,556,556.0,1,2020-05-22,2020-05-22,36,1.0,23,Male,Student,No Income,3,At-risk
75487,1,102,102.0,1,2017-11-23,2017-11-23,947,1.0,24,Female,Employee,10001 to 25000,4,At-risk
75488,5,58825,11765.0,48,2018-05-08,2020-05-20,38,0.0067294751009421,32,Male,Self Employeed,10001 to 25000,3,High-value
75491,2,5922,2961.0,8,2018-09-06,2020-02-13,135,0.0038095238095238,31,Female,House wife,No Income,5,High-value
75493,1,18370,18370.0,8,2018-04-26,2018-04-26,793,1.0,21,Female,Student,No Income,1,Occasional
75494,3,615,205.0,4,2018-02-20,2019-06-21,372,0.0061728395061728,23,Female,Student,No Income,2,Regular
75495,2,593,296.5,3,2018-12-05,2019-06-07,386,0.0108695652173913,26,Male,Employee,10001 to 25000,4,Regular
75496,1,8833,8833.0,13,2019-08-23,2019-08-23,309,1.0,32,Male,Employee,More than 50000,5,Occasional
75497,1,167,167.0,1,2020-05-13,2020-05-13,45,1.0,25,Female,Student,No Income,2,At-risk
75498,2,3454,1727.0,13,2018-04-20,2019-07-22,341,0.0043668122270742,28,Male,Self Employeed,10001 to 25000,2,Regular
75499,2,472,236.0,2,2018-06-22,2018-07-25,703,0.0606060606060606,21,Female,Student,No Income,3,Regular
75500,3,407,135.66666666666666,3,2017-12-20,2019-05-30,394,0.0057034220532319,24,Male,Student,No Income,2,Regular
75501,2,3185,1592.5,13,2017-10-24,2018-06-25,733,0.0081967213114754,26,Female,Self Employeed,10001 to 25000,5,Regular
75502,2,241,120.5,2,2017-11-07,2018-06-04,754,0.0095693779904306,32,Male,Employee,25001 to 50000,3,Regular
75505,2,32162,16081.0,15,2017-12-01,2020-02-11,137,0.0024937655860349,24,Female,Self Employeed,25001 to 50000,3,High-value
75508,1,171,171.0,1,2019-07-09,2019-07-09,354,1.0,29,Male,Employee,25001 to 50000,3,At-risk
75510,2,22320,11160.0,58,2018-08-24,2019-07-02,361,0.0064102564102564,24,Male,Student,No Income,2,High-value
75511,3,4126,1375.3333333333333,11,2017-11-13,2019-09-09,292,0.0045112781954887,27,Male,Employee,25001 to 50000,2,Regular
75512,3,23505,7835.0,58,2019-08-02,2020-06-16,11,0.0094043887147335,23,Female,Student,No Income,3,High-value
75513,1,5815,5815.0,4,2017-10-24,2017-10-24,977,1.0,32,Male,Employee,More than 50000,6,Occasional
75515,4,164278,41069.5,104,2019-02-26,2019-12-13,197,0.0137931034482758,28,Male,Employee,25001 to 50000,3,High-value
75516,4,57383,14345.75,107,2017-11-20,2018-11-29,576,0.0106951871657754,23,Female,Student,No Income,2,High-value
75518,4,127852,31963.0,104,2018-10-26,2020-03-18,101,0.0078585461689587,21,Male,Student,No Income,3,High-value
75520,2,203,101.5,3,2019-06-14,2019-09-24,277,0.0196078431372549,25,Male,Self Employeed,More than 50000,3,Regular
75521,3,15439,5146.333333333333,32,2018-08-28,2019-10-28,243,0.0070422535211267,31,Male,Employee,Below Rs.10000,1,High-value
75522,3,19875,6625.0,178,2018-04-27,2020-01-31,148,0.0046583850931677,23,Female,Employee,25001 to 50000,2,High-value
75523,5,48846,9769.2,326,2017-11-20,2019-11-25,215,0.0068027210884353,29,Female,Employee,25001 to 50000,3,High-value
75524,2,2533,1266.5,9,2018-03-13,2019-05-30,394,0.0045146726862302,21,Male,Student,No Income,6,Regular
75526,2,31005,15502.5,25,2018-05-11,2018-05-16,773,0.4,22,Male,Employee,10001 to 25000,2,High-value
75528,4,25981,6495.25,14,2018-05-18,2020-01-17,162,0.0065681444991789,27,Male,Self Employeed,More than 50000,3,High-value
75529,4,4745,1186.25,14,2017-12-05,2019-06-05,388,0.0073126142595978,23,Male,Student,No Income,2,High-value
75531,1,222,222.0,1,2018-03-13,2018-03-13,837,1.0,23,Male,Student,No Income,3,At-risk
75532,1,481,481.0,1,2018-05-15,2018-05-15,774,1.0,28,Female,Employee,25001 to 50000,6,At-risk
75533,1,3625,3625.0,10,2019-06-07,2019-06-07,386,1.0,30,Male,Self Employeed,More than 50000,6,Occasional
75534,2,12755,6377.5,84,2018-04-12,2018-06-28,730,0.0259740259740259,24,Female,Employee,25001 to 50000,2,High-value
75536,2,2061,1030.5,27,2019-08-05,2020-04-09,79,0.0080645161290322,23,Female,Employee,10001 to 25000,3,Regular
75537,1,218,218.0,1,2019-04-04,2019-04-04,450,1.0,25,Male,Self Employeed,More than 50000,4,At-risk
75538,2,3870,1935.0,68,2018-02-12,2020-01-29,150,0.0027932960893854,24,Female,Employee,25001 to 50000,2,Regular
75539,3,8671,2890.333333333333,22,2018-03-02,2018-08-16,681,0.0179640718562874,26,Male,Employee,10001 to 25000,3,High-value
75540,2,23394,11697.0,69,2018-05-15,2019-05-16,408,0.0054644808743169,25,Female,Employee,25001 to 50000,2,High-value
75543,1,176,176.0,1,2020-05-13,2020-05-13,45,1.0,23,Male,Employee,10001 to 25000,2,At-risk
75545,1,65,65.0,1,2018-07-17,2018-07-17,711,1.0,25,Male,Self Employeed,25001 to 50000,3,At-risk
75548,1,2079,2079.0,2,2018-01-18,2018-01-18,891,1.0,23,Female,Student,No Income,4,Occasional
75549,3,51936,17312.0,217,2017-12-06,2018-08-24,673,0.0114942528735632,24,Male,Employee,More than 50000,3,High-value
75551,2,16745,8372.5,68,2017-12-01,2019-08-12,320,0.0032310177705977,30,Male,Employee,More than 50000,5,High-value
75552,2,644,322.0,2,2018-05-15,2019-10-22,249,0.0038095238095238,23,Female,Employee,10001 to 25000,4,Regular
75553,1,157,157.0,1,2018-09-06,2018-09-06,660,1.0,19,Male,Student,No Income,6,At-risk
75554,3,1010,336.6666666666667,3,2018-04-17,2019-06-24,369,0.0069284064665127,21,Female,Student,No Income,2,Regular
75555,2,481,240.5,3,2018-09-24,2018-11-29,576,0.0303030303030303,23,Male,Student,No Income,4,Regular
75557,1,991,991.0,5,2018-11-27,2018-11-27,578,1.0,26,Female,Employee,10001 to 25000,2,At-risk
75558,2,2773,1386.5,4,2018-09-20,2019-03-07,478,0.0119047619047619,26,Female,Student,No Income,2,Regular
75559,2,1009,504.5,2,2018-01-03,2018-02-16,862,0.0454545454545454,25,Female,Student,10001 to 25000,2,Regular
75561,1,537,537.0,1,2017-10-19,2017-10-19,982,1.0,25,Female,Student,No Income,3,At-risk
75562,2,1847,923.5,10,2018-06-28,2019-06-17,376,0.0056497175141242,20,Female,Student,No Income,2,Regular
75563,3,2601,867.0,12,2018-05-23,2018-09-21,645,0.024793388429752,27,Female,Self Employeed,More than 50000,6,Regular
75564,1,259,259.0,5,2018-08-20,2018-08-20,677,1.0,25,Female,Employee,25001 to 50000,3,At-risk
75568,4,6537,1634.25,12,2018-06-07,2019-06-06,387,0.0109890109890109,24,Female,Student,Below Rs.10000,5,High-value
75569,2,4908,2454.0,5,2018-11-05,2018-11-06,599,2.0,24,Male,Student,No Income,3,Occasional
75570,2,2723,1361.5,3,2018-04-04,2020-03-20,99,0.0027932960893854,22,Male,Employee,10001 to 25000,1,Regular
75571,3,52851,17617.0,230,2018-01-05,2018-08-22,675,0.0131004366812227,28,Male,Employee,25001 to 50000,2,High-value
75572,3,11592,3864.0,31,2017-12-19,2020-03-06,113,0.0037128712871287,25,Female,Employee,More than 50000,6,High-value
75574,2,370,185.0,2,2018-06-18,2019-12-02,208,0.0037593984962406,22,Female,Student,No Income,6,Regular
75576,1,10509,10509.0,5,2017-12-18,2017-12-18,922,1.0,27,Female,Employee,More than 50000,2,Occasional
75577,1,5102,5102.0,12,2020-04-15,2020-04-15,73,1.0,22,Male,Student,No Income,3,Occasional
75578,1,213,213.0,1,2017-11-20,2017-11-20,950,1.0,24,Female,Student,No Income,3,At-risk
75579,1,431,431.0,1,2019-01-31,2019-01-31,513,1.0,23,Female,Student,No Income,2,At-risk
75580,2,347,173.5,2,2018-08-14,2020-02-11,137,0.0036630036630036,23,Female,Student,No Income,4,Regular
75581,1,11917,11917.0,36,2018-07-05,2018-07-05,723,1.0,22,Female,Student,No Income,5,Occasional
75582,2,2912,1456.0,3,2018-05-17,2019-07-17,346,0.0046948356807511,23,Male,Student,Below Rs.10000,2,Regular
75583,2,101292,50646.0,161,2018-01-03,2018-05-16,773,0.0150375939849624,32,Male,Employee,More than 50000,5,High-value
75584,3,866,288.6666666666667,4,2017-11-13,2018-01-05,904,0.0566037735849056,25,Female,Student,No Income,2,Regular
75585,1,4046,4046.0,3,2017-10-27,2017-10-27,974,1.0,28,Male,Self Employeed,10001 to 25000,2,Occasional
75586,2,365,182.5,2,2019-07-17,2019-10-21,250,0.0208333333333333,21,Female,Student,No Income,3,Regular
75587,3,3953,1317.6666666666667,23,2019-02-22,2019-12-26,184,0.009771986970684,24,Male,Student,No Income,2,Regular
75588,1,106,106.0,1,2020-05-13,2020-05-13,45,1.0,26,Female,Self Employeed,10001 to 25000,5,At-risk
75590,1,102,102.0,1,2019-04-24,2019-04-24,430,1.0,29,Male,Self Employeed,More than 50000,6,At-risk
75592,3,7226,2408.6666666666665,44,2018-01-31,2020-06-08,19,0.0034924330616996,24,Female,Self Employeed,25001 to 50000,3,High-value
75593,2,400417,200208.5,367,2018-04-06,2019-10-29,242,0.0035026269702276,26,Male,Self Employeed,More than 50000,2,High-value
75595,1,241,241.0,1,2018-02-02,2018-02-02,876,1.0,29,Male,Employee,25001 to 50000,3,At-risk
75596,3,17278,5759.333333333333,62,2018-07-26,2018-11-16,589,0.0265486725663716,22,Male,Student,No Income,3,High-value
75597,1,708,708.0,2,2019-10-01,2019-10-01,270,1.0,24,Male,Student,No Income,2,At-risk
75598,2,1107,553.5,3,2018-05-16,2020-02-28,120,0.003062787136294,27,Male,Employee,25001 to 50000,2,Regular
75600,3,21199,7066.333333333333,233,2018-01-02,2018-12-14,561,0.0086705202312138,32,Male,Employee,More than 50000,6,High-value
75601,2,912,456.0,4,2019-07-18,2020-04-22,66,0.007168458781362,22,Female,Student,No Income,2,Regular
75602,1,97,97.0,1,2019-12-13,2019-12-13,197,1.0,22,Female,Employee,25001 to 50000,4,At-risk
75603,1,1639,1639.0,14,2019-08-06,2019-08-06,326,1.0,26,Male,Employee,More than 50000,4,Occasional
75604,1,6481,6481.0,7,2019-07-30,2019-07-30,333,1.0,25,Female,Student,No Income,3,Occasional
75605,1,162,162.0,1,2018-05-28,2018-05-28,761,1.0,20,Male,Student,No Income,2,At-risk
75606,1,148,148.0,1,2019-08-22,2019-08-22,310,1.0,29,Male,Employee,25001 to 50000,4,At-risk
75608,1,60,60.0,1,2019-12-06,2019-12-06,204,1.0,25,Male,Self Employeed,More than 50000,2,At-risk
75609,1,1829,1829.0,24,2018-04-10,2018-04-10,809,1.0,29,Female,Employee,25001 to 50000,4,Occasional
75611,1,500,500.0,2,2019-03-14,2019-03-14,471,1.0,25,Male,Self Employeed,10001 to 25000,3,At-risk
75612,1,338,338.0,1,2019-12-18,2019-12-18,192,1.0,21,Male,Student,No Income,2,At-risk
75614,2,333,166.5,2,2018-03-27,2018-08-10,687,0.0147058823529411,24,Female,Employee,10001 to 25000,4,Regular
75615,3,1051,350.3333333333333,4,2018-04-26,2020-01-10,169,0.0048076923076923,22,Male,Self Employeed,10001 to 25000,3,Regular
75617,1,278,278.0,1,2018-08-17,2018-08-17,680,1.0,26,Male,Employee,10001 to 25000,2,At-risk
75618,1,1898,1898.0,17,2018-09-10,2018-09-10,656,1.0,22,Female,Employee,25001 to 50000,4,Occasional
75619,1,83,83.0,1,2019-04-12,2019-04-12,442,1.0,26,Male,Employee,More than 50000,4,At-risk
75620,1,2981,2981.0,33,2019-08-01,2019-08-01,331,1.0,25,Female,Student,No Income,3,Occasional
75622,1,1810,1810.0,7,2018-05-25,2018-05-25,764,1.0,29,Male,Employee,25001 to 50000,4,Occasional
75623,3,422269,140756.33333333334,242,2019-03-01,2019-07-26,337,0.0204081632653061,23,Female,Student,No Income,1,High-value
75624,2,473,236.5,2,2017-12-04,2018-04-10,809,0.0157480314960629,25,Male,Self Employeed,More than 50000,2,Regular
75625,1,185,185.0,1,2019-09-05,2019-09-05,296,1.0,29,Female,Employee,25001 to 50000,4,At-risk
75626,1,139,139.0,1,2018-09-19,2018-09-19,647,1.0,27,Male,Self Employeed,25001 to 50000,6,At-risk
75627,3,393,131.0,3,2017-11-22,2018-09-12,654,0.010204081632653,25,Male,Self Employeed,10001 to 25000,3,Regular
75629,2,222,111.0,2,2020-01-30,2020-04-09,79,0.0285714285714285,24,Male,Student,No Income,2,Regular
75631,4,26916,6729.0,37,2017-12-05,2020-02-24,124,0.0049321824907521,32,Male,Employee,25001 to 50000,3,High-value
75632,1,125,125.0,1,2018-02-08,2018-02-08,870,1.0,29,Male,Self Employeed,More than 50000,6,At-risk
75633,4,40912,10228.0,46,2019-06-26,2020-04-28,60,0.013029315960912,21,Male,Student,No Income,5,High-value
75634,3,7662,2554.0,9,2017-12-12,2019-10-23,248,0.0044117647058823,24,Female,Self Employeed,25001 to 50000,3,High-value
75635,5,32751,6550.2,25,2017-11-28,2020-03-20,99,0.0059311981020166,26,Male,Self Employeed,More than 50000,2,High-value
75636,1,4204,4204.0,13,2018-04-16,2018-04-16,803,1.0,31,Male,Employee,More than 50000,3,Occasional
75637,3,8245,2748.333333333333,43,2019-03-20,2020-03-12,107,0.0083798882681564,29,Male,Employee,25001 to 50000,3,High-value
75638,2,30074,15037.0,81,2017-11-15,2020-05-07,51,0.0022123893805309,22,Male,Student,No Income,3,High-value
75640,3,1792,597.3333333333334,12,2018-11-07,2019-06-05,388,0.0142857142857142,27,Male,Employee,25001 to 50000,2,Regular
75641,1,102,102.0,1,2019-10-23,2019-10-23,248,1.0,23,Female,Student,No Income,3,At-risk
75643,2,634,317.0,2,2018-08-06,2019-05-02,422,0.0074349442379182,22,Female,Student,No Income,2,Regular
75644,2,81417,40708.5,48,2018-07-20,2018-08-29,668,0.05,28,Male,Employee,25001 to 50000,3,High-value
75645,1,167,167.0,1,2018-04-30,2018-04-30,789,1.0,23,Female,Student,No Income,2,At-risk
75646,2,109297,54648.5,81,2018-07-25,2020-04-14,74,0.0031796502384737,30,Male,Self Employeed,More than 50000,1,High-value
75647,1,500,500.0,1,2019-06-13,2019-06-13,380,1.0,21,Male,Student,No Income,3,At-risk
75649,3,704,234.66666666666663,4,2018-08-13,2019-11-15,225,0.0065359477124183,25,Male,Self Employeed,More than 50000,3,Regular
75650,1,134,134.0,1,2018-07-26,2018-07-26,702,1.0,31,Male,Employee,Below Rs.10000,1,At-risk
75652,2,13875,6937.5,20,2019-12-05,2020-04-07,81,0.0161290322580645,22,Male,Student,Below Rs.10000,4,High-value
75653,1,278,278.0,2,2018-12-20,2018-12-20,555,1.0,27,Female,Employee,More than 50000,2,At-risk
75655,4,8356,2089.0,20,2017-10-13,2019-06-14,379,0.0065681444991789,24,Female,Student,No Income,3,High-value
75656,1,264,264.0,1,2017-11-28,2017-11-28,942,1.0,23,Female,Student,No Income,2,At-risk
75658,1,148,148.0,1,2019-01-18,2019-01-18,526,1.0,22,Female,Student,No Income,5,At-risk
75659,1,35759,35759.0,86,2018-10-17,2018-10-17,619,1.0,23,Male,Student,Below Rs.10000,2,Occasional
75662,1,870,870.0,10,2018-06-22,2018-06-22,736,1.0,24,Female,Student,Below Rs.10000,3,At-risk
75663,2,44093,22046.5,36,2019-02-01,2020-03-19,100,0.0048543689320388,22,Male,Student,Below Rs.10000,3,High-value
75664,1,5417,5417.0,3,2017-10-06,2017-10-06,995,1.0,22,Female,Student,No Income,6,Occasional
75665,1,42,42.0,1,2020-05-15,2020-05-15,43,1.0,22,Male,Student,Below Rs.10000,4,At-risk
75666,1,528,528.0,2,2019-06-03,2019-06-03,390,1.0,27,Female,Employee,More than 50000,2,At-risk
75667,3,1111,370.3333333333333,4,2018-03-12,2019-05-10,414,0.0070754716981132,22,Male,Student,No Income,3,Regular
75668,4,5033,1258.25,11,2018-04-12,2019-06-13,380,0.009367681498829,24,Female,Student,No Income,3,High-value
75669,1,273,273.0,1,2017-11-02,2017-11-02,968,1.0,23,Female,Student,No Income,2,At-risk
75670,3,31880,10626.666666666666,417,2017-10-30,2018-02-14,864,0.02803738317757,23,Female,Student,No Income,4,High-value
75671,2,991,495.5,9,2019-01-30,2019-04-23,431,0.0240963855421686,22,Female,Student,No Income,5,Regular
75672,1,204,204.0,1,2019-06-26,2019-06-26,367,1.0,23,Male,Student,Below Rs.10000,2,At-risk
75673,1,921,921.0,3,2018-11-30,2018-11-30,575,1.0,23,Male,Student,No Income,5,At-risk
75674,3,686,228.66666666666663,5,2017-11-10,2020-05-29,29,0.0032223415682062,21,Male,Student,No Income,4,Regular
75676,1,157,157.0,1,2018-12-21,2018-12-21,554,1.0,24,Female,Student,No Income,6,At-risk
75678,1,144,144.0,1,2020-04-06,2020-04-06,82,1.0,23,Female,Student,No Income,3,At-risk
75680,2,2157,1078.5,9,2018-07-31,2018-08-13,684,0.1538461538461538,21,Female,Student,Below Rs.10000,1,Regular
75681,1,657,657.0,1,2020-03-02,2020-03-02,117,1.0,24,Male,Student,No Income,3,At-risk
75682,3,264,88.0,3,2019-01-14,2020-04-29,59,0.0063694267515923,22,Male,Student,No Income,4,Regular
75683,1,278,278.0,1,2019-06-05,2019-06-05,388,1.0,22,Female,Student,No Income,4,At-risk
75685,3,20782,6927.333333333333,18,2018-07-06,2019-10-14,257,0.0064516129032258,21,Male,Student,Below Rs.10000,3,High-value
